compound_name,clinical_phase,mechanism_of_action,cf_max_score,cf_avg_score,cf_top_pose,docking_max_score,docking_avg_score,docking_top_pose,safety_Aurora kinase A,safety_Bile Salt Export Pump model 2,safety_Caspase 3,safety_Cathepsin L1,safety_hERG_pIC50,safety_KCNA5,safety_Muscarinic acetylcholine receptor M1,safety_Muscarinic acetylcholine receptor M3,hERG_pIC50,KCNA5,pk_Human microsomal clearance model 2,chem_a_acc,chem_a_don,chem_chi0,chem_chi1,chem_chi0_c,chem_chi1_c,chem_kier1,chem_lip_acc,chem_npr1,chem_peoe_pcplus,chem_peoe_vsaplus0,chem_peoe_vsaplus2,chem_peoe_vsaplus4,chem_peoe_vsaplus6,chem_peoe_vsaminus1,chem_peoe_vsaminus3,chem_peoe_vsaminus5,chem_pmi,chem_pmi2,chem_pmix,chem_pmiz,chem_slogp,chem_slogp_vsa1,chem_slogp_vsa3,chem_slogp_vsa5,chem_slogp_vsa7,chem_slogp_vsa9,chem_smr_vsa0,chem_smr_vsa2,chem_smr_vsa4,chem_smr_vsa6,chem_tpsa,cv_safety_score,high_potential
WAY-255348,Preclinical,progesterone receptor antagonist,6.48,5.843000000000001,4.93,-5.7,-5.89,-6.0,5.45,4.35,4.29,4.8,4.77,6.12,5.03,5.04,4.77,6.12,0.81,2.0,1.0,15.36,9.86,11.08,5.94,15.88,4.0,0.2,1.54,70.54,36.02,12.95,0.0,0.0,17.74,13.57,3807.92,3271.13,3096.43,174.77,3.29,25.17,47.66,0.0,76.52,117.27,23.86,9.12,26.71,5.26,57.82,5.445,0
PFI-3,Preclinical,bromodomain inhibitor,6.57,4.781000000000001,5.56,-6.1,-6.23,-6.5,5.91,4.1,5.11,4.59,5.25,5.42,5.56,5.86,5.25,5.42,1.1,3.0,1.0,16.52,11.72,12.66,7.43,17.42,5.0,0.26,1.78,83.55,11.19,10.32,0.0,36.76,0.0,13.57,5320.19,4541.74,4078.11,463.6,2.45,25.6,36.88,0.0,175.57,7.57,23.86,3.12,2.33,42.57,56.67,5.335,0
mepyramine,Launched,histamine receptor antagonist,7.28,6.269,7.28,-4.8,-4.9399999999999995,-5.1,4.48,3.42,4.22,4.76,5.07,5.9,5.57,5.69,5.07,5.9,1.06,2.0,0.0,15.08,10.19,12.51,5.45,17.36,4.0,0.37,2.51,72.0,11.19,0.0,8.62,36.76,0.0,0.0,3769.13,2791.25,2497.01,293.61,1.51,16.79,36.88,101.18,140.72,26.01,3.12,3.12,2.33,36.88,29.8,5.485,0
pizotifen,Launched,serotonin receptor antagonist,6.72,5.223000000000001,6.72,-5.3,-5.7,-6.4,5.17,4.03,4.63,4.1,5.61,6.31,7.04,6.0,5.61,6.31,1.36,0.0,0.0,14.23,10.33,12.95,8.02,14.58,1.0,0.48,2.04,55.79,0.0,0.0,8.62,67.67,0.0,0.0,3183.53,1993.31,1722.34,232.49,2.77,0.0,40.06,73.82,104.03,31.28,3.12,3.19,0.0,36.88,4.44,5.96,0
butylphthalide,Launched,potassium channel antagonist,5.8,4.662999999999999,4.08,-4.5,-4.68,-4.9,5.08,3.8,4.66,4.84,4.81,5.88,7.16,6.75,4.81,5.88,1.14,1.0,0.0,9.97,6.83,8.26,5.43,10.52,2.0,0.48,0.99,38.39,0.0,0.0,0.0,72.92,0.0,13.57,1374.01,998.36,810.11,187.89,3.18,7.75,0.0,0.0,70.57,33.33,34.86,0.0,0.0,7.75,26.3,5.345,0
EGF816,Phase 2,EGFR inhibitor,7.08,6.603,6.73,-6.6,-6.88,-7.3,6.86,4.21,5.08,4.68,5.51,5.93,6.22,5.94,5.51,5.93,1.68,4.0,1.0,24.95,16.83,18.1,8.84,28.02,8.0,0.3,3.72,111.21,0.0,28.63,8.62,41.84,0.0,32.95,9693.31,7345.64,6899.65,437.79,3.0,67.12,55.32,65.79,145.0,74.37,50.85,0.0,24.2,65.84,84.56,5.72,0
methoxyflurane,Launched,membrane permeability inhibitor,5.66,3.946,2.38,-3.1,-3.12,-3.2,4.06,3.69,3.05,3.62,4.55,6.1,4.54,4.89,4.55,6.1,1.28,1.0,0.0,6.78,3.5,2.08,0.29,8.0,1.0,0.51,0.86,25.0,0.0,0.0,8.48,59.16,23.82,0.0,655.33,466.32,365.53,100.79,2.03,3.88,0.0,35.38,0.0,108.22,11.0,3.88,0.0,0.0,9.23,5.324999999999999,0
ASTX660,Phase 1/Phase 2,apoptosis inhibitor,6.15,4.744,4.42,-5.3,-5.449999999999999,-5.9,5.66,4.05,6.14,4.13,4.39,5.52,5.82,5.78,4.39,5.52,1.11,5.0,1.0,27.73,18.64,20.88,10.68,30.46,8.0,0.3,5.12,81.44,41.7,23.27,25.86,62.01,0.0,19.25,11257.43,9572.04,8277.91,1294.21,0.13,25.17,152.49,18.87,88.22,171.95,37.99,12.25,2.76,157.75,86.95,4.955,0
capadenoson,Phase 2,adenosine receptor agonist,7.03,5.989,4.25,-4.5,-4.819999999999999,-5.2,4.89,4.88,4.89,5.35,5.22,6.36,5.38,6.38,5.22,6.36,0.86,6.0,2.0,24.79,17.03,16.25,9.4,28.02,7.0,0.27,2.54,41.31,77.7,10.32,0.0,112.59,35.48,12.33,15587.49,12437.6,11526.18,972.98,5.78,33.57,137.17,1.12,167.45,127.45,0.0,1.12,12.81,41.85,128.84,5.79,0
GDC-0077,Phase 1,PI3K inhibitor,5.9,4.853999999999999,5.0,-5.1,-5.33,-5.6,5.51,3.55,5.1,4.82,4.39,6.53,6.96,6.0,4.39,6.53,1.36,4.0,2.0,20.71,13.85,11.72,5.36,22.2,9.0,0.15,3.15,51.64,27.22,12.95,19.2,0.0,0.0,16.21,8491.11,7717.45,7303.92,413.9,2.08,49.27,41.85,0.0,75.66,115.88,58.72,3.12,61.51,54.43,111.71,5.46,0
fucoxanthin,Phase 2,anticancer agent,7.25,5.404999999999999,6.75,0.0,-1.31,-2.5,6.6,4.69,5.41,5.29,5.26,6.1,6.24,7.09,5.26,6.1,1.66,5.0,2.0,36.13,22.13,30.72,18.37,42.41,6.0,0.06,3.37,230.47,0.0,20.65,0.0,201.96,0.0,27.13,55642.59,53239.38,52106.95,1131.73,8.69,13.43,0.0,32.35,194.08,366.59,69.72,0.0,0.0,13.43,96.36,5.68,0
aniracetam,Launched,glutamate receptor agonist,6.0,5.584,5.25,-4.6,-4.75,-5.0,5.13,3.41,4.9,4.01,4.98,5.77,5.61,4.09,4.98,5.77,1.57,3.0,0.0,11.54,7.72,8.26,4.37,12.46,4.0,0.17,1.35,74.69,0.0,12.95,0.0,0.0,0.0,27.13,2184.59,1915.78,1836.27,79.45,1.46,13.64,18.44,35.38,70.57,5.24,47.72,0.0,0.0,28.96,46.61,5.375,0
sulmetozine,Launched,gastrin inhibitor,6.12,5.856,5.92,-4.6,-4.75,-4.9,4.98,3.99,5.02,4.7,4.59,5.62,5.15,4.4,4.59,5.62,1.45,5.0,0.0,14.54,9.71,10.13,3.63,16.37,5.0,0.31,1.78,118.44,56.76,0.0,0.0,0.0,0.0,0.0,3716.05,2814.19,2632.56,182.25,1.72,3.84,78.73,106.15,35.29,60.92,11.0,0.0,0.0,79.45,72.25,5.105,0
BML-284,Preclinical,WNT agonist,7.39,6.0729999999999995,4.88,-6.5,-6.81,-7.3,4.13,3.63,5.0,5.28,5.88,5.82,6.38,5.17,5.88,5.82,1.0,5.0,2.0,17.93,12.71,12.69,6.66,19.32,7.0,0.13,2.24,61.18,53.96,15.68,0.0,36.76,0.0,6.79,8414.01,7751.86,7364.67,387.16,3.34,51.58,22.98,35.38,147.09,38.4,0.0,0.0,28.18,22.98,91.52,5.85,0
resibufogenin,Phase 2,Na/K-ATPase inhibitor,8.07,5.323,4.63,-6.5,-6.9799999999999995,-7.6,7.15,4.25,4.75,4.24,4.8,6.19,6.41,6.8,4.8,6.19,1.48,3.0,1.0,19.31,13.38,15.9,10.56,18.74,4.0,0.19,1.88,123.15,0.0,10.32,0.0,49.75,0.0,16.07,6741.42,5930.03,5542.39,387.71,4.13,7.75,0.0,3.19,54.99,66.65,45.86,17.64,0.0,7.75,59.06,5.495,0
roflumilast,Launched,phosphodiesterase inhibitor,7.73,6.398000000000001,6.48,-5.8,-5.989999999999999,-6.2,6.95,4.37,4.37,5.26,5.15,5.77,6.21,7.05,5.15,5.77,0.64,4.0,1.0,18.68,12.44,10.85,6.01,20.73,5.0,0.25,2.19,57.03,21.18,0.0,18.53,59.16,23.82,21.75,7614.82,6334.9,5860.12,494.85,5.03,40.06,20.93,0.0,87.36,121.46,23.86,4.41,20.77,26.19,60.45,5.46,0
daucosterol,Phase 2,apoptosis stimulant,5.52,5.058,5.33,-5.0,-5.22,-5.3,6.48,4.5,5.19,5.66,5.53,6.42,6.62,7.34,5.53,6.42,1.12,6.0,4.0,29.69,19.44,24.28,15.37,32.4,6.0,0.08,3.48,200.47,19.62,41.3,0.0,135.65,0.0,0.0,24508.58,23387.14,22619.34,767.99,5.85,0.0,20.93,3.19,17.64,199.96,22.0,30.88,0.0,20.93,99.38,5.975,0
alpha-methylhistamine-dihydrobromide-,Preclinical,histamine receptor agonist,5.77,4.592999999999999,3.62,-3.5,-3.61,-3.8,4.52,3.33,4.34,3.84,4.55,5.86,4.85,6.21,4.55,5.86,0.24,2.0,2.0,6.69,4.29,4.28,1.8,7.11,3.0,0.22,1.96,53.47,4.27,0.0,25.86,0.0,0.0,0.0,624.98,548.34,500.08,48.18,-0.42,16.79,0.0,18.87,34.0,33.33,0.0,49.68,0.0,0.0,56.32,5.205,0
STF-118804,Preclinical,NAMPT inhibitor,6.95,5.243,3.99,-6.5,-6.609999999999999,-6.8,6.23,4.62,4.47,5.35,4.85,6.32,5.91,7.28,4.85,6.32,1.47,5.0,1.0,23.42,15.81,17.1,10.05,26.07,7.0,0.2,3.08,101.2,16.99,23.63,0.0,12.25,0.0,19.25,11675.25,9997.3,9402.54,593.68,4.79,87.0,0.0,11.06,219.07,102.33,81.54,19.56,8.21,5.26,102.16,5.585,0
E3330,Preclinical,NFkB pathway inhibitor,6.98,6.053999999999999,5.54,-4.8,-4.92,-5.1,4.78,4.06,5.38,5.35,4.61,5.9,5.74,5.76,4.61,5.9,1.51,4.0,0.0,20.4,12.88,14.98,8.34,25.04,6.0,0.51,1.91,148.25,0.0,16.92,0.0,70.96,0.0,27.13,4864.6,3372.26,2722.71,649.83,2.78,12.84,0.0,90.81,17.64,66.65,136.27,0.0,0.0,12.84,92.73,5.255000000000001,0
fenobam,Phase 2,glutamate receptor antagonist,5.79,5.301,5.06,-5.8,-6.029999999999999,-6.2,4.96,3.22,4.69,5.03,5.42,5.93,6.88,6.21,5.42,5.93,1.19,3.0,2.0,13.12,8.54,7.42,3.04,14.41,6.0,0.15,1.86,47.25,13.19,15.68,17.44,41.84,5.68,13.7,3995.07,3428.44,3389.0,17.33,1.29,33.12,18.44,49.68,70.57,65.77,47.72,18.01,20.77,30.43,73.8,5.675,0
lonafarnib,Phase 3,farnesyltransferase inhibitor,7.94,6.215999999999999,6.6,-6.3,-6.590000000000001,-7.0,6.39,4.96,4.41,5.68,5.67,6.01,6.0,5.81,5.67,6.01,0.74,3.0,1.0,25.4,17.3,17.53,10.62,27.56,6.0,0.42,2.4,193.88,0.0,12.95,17.44,29.58,0.0,19.25,17314.19,11884.21,10517.19,1434.01,5.91,33.12,73.76,43.85,70.14,154.92,47.72,14.93,32.9,83.85,79.53,5.84,0
GSK429286A,Preclinical,rho associated kinase inhibitor,6.94,6.353999999999999,6.15,-6.9,-7.040000000000001,-7.2,5.96,4.58,4.41,5.36,5.04,6.46,6.1,5.26,5.04,6.46,1.12,4.0,4.0,22.34,14.63,13.51,8.36,24.13,6.0,0.5,2.65,57.67,9.02,12.95,9.05,24.51,45.15,31.01,7774.72,4379.77,4068.15,308.92,4.55,45.19,0.0,5.94,127.79,95.92,47.72,51.55,25.48,10.52,86.88,5.75,0
DCEBIO,Preclinical,potassium channel activator,7.38,5.662,6.17,-4.5,-4.67,-5.1,4.59,4.15,5.25,4.74,4.95,6.12,5.08,4.61,4.95,6.12,0.98,1.0,1.0,10.29,6.63,6.01,3.01,10.52,3.0,0.25,1.09,34.52,0.0,0.0,17.44,59.16,0.0,0.0,2005.79,1545.1,1516.73,27.5,3.37,22.84,18.44,0.0,35.29,141.0,23.86,3.12,23.52,23.27,32.34,5.535,0
dicycloverine,Launched,acetylcholine receptor antagonist,7.73,5.912,6.57,-4.6,-4.78,-5.1,6.09,3.98,4.46,4.79,4.94,5.66,6.08,7.41,4.94,5.66,1.65,1.0,0.0,15.84,10.73,13.55,8.02,18.34,3.0,0.28,2.46,115.17,28.14,0.0,8.62,52.21,0.0,13.57,4208.73,3439.74,3115.95,323.76,2.99,7.75,76.24,0.0,0.0,66.65,37.99,4.41,0.0,83.99,30.74,5.300000000000001,0
fluphenazine-decanoate,Launched,dopamine receptor antagonist,6.64,5.908,6.04,-4.6,-4.680000000000001,-4.9,6.31,4.58,4.86,4.97,6.56,5.98,6.66,6.68,6.56,5.98,1.58,2.0,0.0,29.08,19.85,21.93,12.52,33.88,5.0,0.37,3.8,215.64,0.0,0.0,17.66,115.23,35.73,13.57,18383.12,14361.64,12295.84,2062.69,6.89,10.87,150.0,3.1,123.5,115.94,37.99,13.99,5.51,157.75,37.22,6.27,0
SB-2343,Phase 1,mTOR inhibitor  PI3K inhibitor,5.89,5.039,4.92,-4.9,-5.04,-5.3,5.97,4.01,5.31,4.72,4.61,6.0,5.75,5.04,4.61,6.0,1.39,6.0,1.0,18.26,12.54,11.86,4.55,19.32,9.0,0.43,2.38,120.68,41.83,15.68,0.0,0.0,5.68,6.65,5141.64,3186.32,3010.24,176.07,1.69,85.83,78.73,0.0,44.23,103.78,11.0,3.12,13.6,78.73,107.87,5.305,0
sodium-dodecyl-sulfate,Launched,,6.52,5.665,6.41,-4.3,-4.369999999999999,-4.4,4.93,3.56,3.09,3.22,5.87,5.62,5.2,4.96,5.87,5.62,0.61,1.0,0.0,12.99,8.06,8.78,5.71,17.0,4.0,0.25,0.7,106.63,0.0,0.0,0.0,105.76,0.0,48.02,4328.59,3495.62,3306.58,187.67,3.38,72.26,20.93,0.0,0.0,33.33,80.8,0.0,0.0,20.93,60.44,5.745,0
MK-8998,Phase 2,T-type calcium channel blocker,6.39,6.119000000000001,6.36,-5.7,-5.860000000000001,-6.1,5.71,4.38,4.9,4.67,4.97,6.65,4.99,5.47,4.97,6.65,1.22,3.0,1.0,20.03,12.64,13.91,7.93,23.28,4.0,0.16,2.27,51.18,14.95,12.95,9.05,86.51,35.73,19.25,9553.04,8530.71,8117.67,408.8,4.66,29.8,20.93,18.87,123.07,150.1,23.86,25.77,0.0,26.19,51.22,5.8100000000000005,0
LY2979165,Phase 1,glutamate receptor agonist,5.73,5.167,4.74,-4.6,-4.67,-4.9,6.74,3.56,4.0,4.86,4.33,5.86,5.65,6.56,4.33,5.86,1.12,4.0,4.0,17.65,11.28,8.11,3.92,18.78,10.0,0.62,2.85,53.73,29.77,0.0,25.86,19.76,0.0,13.57,3572.1,2638.39,1844.82,785.13,-4.48,41.51,0.0,0.69,16.79,65.55,156.95,81.62,0.0,8.19,178.57,5.095000000000001,0
cyclocytidine,Preclinical,DNA synthesis inhibitor  RNA synthesis inhibitor,5.07,3.819,4.67,-3.8,-4.029999999999999,-4.4,5.16,3.43,5.22,4.99,5.01,6.27,6.41,6.24,5.01,6.27,0.17,4.0,2.0,11.28,7.7,5.59,2.32,11.11,7.0,0.34,2.85,12.25,9.17,30.04,17.44,5.68,0.0,2.5,1656.44,1339.83,1156.17,183.64,-1.94,16.79,20.93,0.0,34.86,6.71,12.9,0.0,2.33,20.93,101.71,5.64,0
PSB-36,Preclinical,adenosine receptor antagonist,7.67,6.822,7.29,-5.7,-5.860000000000001,-6.1,6.58,4.19,5.59,5.83,4.76,6.13,6.12,5.91,4.76,6.13,1.25,5.0,3.0,19.47,13.57,13.9,7.92,19.93,7.0,0.3,2.48,152.24,22.38,10.32,17.44,27.45,0.0,13.57,7076.12,5309.09,5048.67,260.3,3.05,30.0,57.81,0.0,0.0,59.52,47.72,33.14,2.33,67.89,89.53,5.445,0
BYK-204165,Preclinical,PARP inhibitor,6.6,6.054,6.09,-5.7,-5.8500000000000005,-6.1,4.5,3.9,5.46,5.7,4.86,5.64,6.47,5.56,4.86,5.64,1.28,2.0,1.0,13.41,9.16,10.12,5.87,13.96,4.0,0.26,1.5,63.9,0.0,0.0,0.0,36.76,0.0,27.27,2698.73,2059.29,2009.66,48.51,2.19,12.42,0.0,0.0,126.26,32.9,47.72,18.01,3.19,28.16,51.1,5.25,0
piperazine,Launched,benzodiazepine receptor agonist,5.07,4.3260000000000005,3.7,-3.5,-3.6,-3.9,5.05,3.32,3.18,5.07,4.2,5.14,5.63,5.37,4.2,5.14,0.73,1.0,1.0,4.24,3.0,2.83,1.0,4.17,2.0,0.54,1.65,43.45,8.62,0.0,17.24,0.0,0.0,0.0,217.77,120.01,107.49,12.51,-1.85,0.0,73.76,0.0,0.0,0.0,0.0,18.01,0.0,73.76,28.64,4.67,0
chlorquinaldol,Launched,other antibiotic,6.34,6.002000000000001,6.25,-4.5,-4.709999999999999,-5.1,5.45,3.95,5.14,5.56,4.58,5.71,6.11,5.6,4.58,5.71,1.13,0.0,0.0,10.29,6.59,6.59,4.04,10.52,2.0,0.41,1.31,48.32,0.0,6.7,8.62,59.16,0.0,0.0,1845.12,1086.24,1081.63,1.62,3.41,0.0,0.0,0.0,57.65,111.62,59.47,0.0,4.72,0.0,37.2,5.145,0
atenolol-,Launched,adrenergic receptor antagonist,6.1,5.4110000000000005,5.45,-5.1,-5.24,-5.4,5.01,3.37,4.56,4.16,4.75,5.15,4.45,6.33,4.75,5.15,0.61,3.0,2.0,14.25,8.97,9.84,5.42,17.05,5.0,0.29,2.95,34.12,18.1,23.27,17.24,24.51,0.0,13.57,3379.89,2702.58,2469.41,233.15,-0.57,5.26,39.37,18.87,70.57,71.9,23.86,0.0,32.9,44.62,89.16,4.95,0
SB-239063,Preclinical,p38 MAPK inhibitor,6.94,6.151000000000002,6.49,-5.7,-6.0600000000000005,-6.4,6.38,4.22,4.44,4.76,4.6,6.6,5.21,6.28,4.6,6.6,1.09,4.0,1.0,18.8,13.15,13.4,7.17,20.28,6.0,0.3,2.17,81.22,13.29,10.32,0.0,0.0,0.0,0.0,5331.02,4126.88,3826.39,300.87,3.73,52.26,0.0,35.38,133.67,19.35,0.0,9.12,11.46,0.0,73.06,5.6,0
AI-10-49,Preclinical,core binding factor inhibitor,7.33,5.4479999999999995,4.29,-3.9,-4.299999999999999,-5.1,5.35,5.04,4.21,4.92,5.12,6.31,5.64,5.19,5.12,6.31,1.25,11.0,4.0,33.02,22.47,19.24,10.05,36.78,11.0,0.45,4.3,0.0,13.4,0.0,30.59,0.0,0.0,5.01,21510.57,12879.41,12131.43,734.72,6.83,86.78,83.71,0.0,229.61,110.73,11.0,53.21,18.75,83.71,129.29,5.715,0
WR99210,Preclinical,dihydrofolate reductase inhibitor,7.02,5.971,6.65,-5.9,-6.01,-6.6,5.45,3.9,4.51,4.31,5.31,5.37,5.82,5.18,5.31,5.37,1.05,2.0,2.0,17.91,11.2,9.5,4.3,20.31,7.0,0.33,2.98,34.12,0.0,43.1,31.36,94.43,0.0,0.14,5416.7,4404.75,3797.4,611.92,2.33,8.31,41.85,16.79,35.29,189.34,15.73,18.01,65.79,45.65,97.9,5.34,0
cyclovalone,Launched,breast cancer resistance protein inhibitor,6.94,6.107,6.73,-6.1,-6.180000000000001,-6.3,5.9,4.19,4.74,4.65,4.84,5.91,5.82,5.04,4.84,5.91,1.78,4.0,1.0,19.39,13.01,14.97,9.05,21.7,5.0,0.09,1.76,80.0,16.92,10.32,0.0,36.76,0.0,13.57,9910.12,9220.41,9071.94,147.62,4.77,5.69,0.0,77.14,105.86,15.73,66.55,0.0,0.0,40.97,78.82,5.375,0
hydroxysafflor-yellow-A,Preclinical,antitumor agent,,,,,,,6.73,3.55,5.51,6.04,4.73,6.01,6.91,7.3,4.73,6.01,0.88,16.0,10.0,31.96,20.2,16.55,10.3,35.85,16.0,0.48,6.0,4.27,49.05,103.24,0.0,36.76,0.0,54.27,14411.48,9225.5,8062.99,1142.3,-5.66,22.75,41.85,0.0,88.22,5.24,117.45,8.82,0.0,82.25,289.04,5.37,0
sulfanitran,Launched,,7.05,6.439,7.03,-5.8,-5.909999999999999,-6.1,4.85,3.62,4.87,4.91,4.94,4.66,4.8,5.84,4.94,4.66,0.88,1.0,1.0,17.04,10.78,9.54,5.84,19.33,8.0,0.09,1.77,87.26,0.0,17.13,0.0,31.21,10.11,55.57,7177.45,6710.58,6537.33,173.27,2.95,78.53,50.94,1.55,157.55,41.6,79.12,68.89,26.28,5.26,109.06,4.800000000000001,0
etofibrate,Launched,PPAR receptor agonist,6.75,5.444,5.42,-5.6,-5.680000000000001,-5.8,5.23,4.27,4.97,4.61,4.82,5.83,6.26,6.91,4.82,5.83,1.43,4.0,0.0,18.29,11.88,12.46,6.57,21.3,6.0,0.11,2.1,63.6,0.0,0.0,0.0,29.58,0.0,32.82,7843.41,7215.16,7000.89,214.17,3.29,32.28,41.85,0.0,140.29,111.04,69.72,0.0,0.0,57.34,74.72,5.325,0
KN-93,Preclinical,calcium/calmodulin dependent protein kinase inhibitor,6.66,5.5489999999999995,6.2,-5.1,-5.26,-5.4,6.11,4.56,4.89,5.17,6.51,5.8,5.36,6.56,6.51,5.8,1.3,4.0,1.0,24.55,16.34,18.19,10.23,28.57,6.0,0.43,3.35,109.72,13.19,10.32,8.62,115.37,0.0,0.0,10154.11,6700.68,5926.23,654.96,3.53,48.17,57.81,69.83,229.36,65.59,51.3,3.07,2.76,75.45,71.28,6.154999999999999,0
Ro-67-7476,Preclinical,glutamate receptor positive allosteric modulator,5.96,5.292,5.91,-5.4,-5.6,-5.9,6.42,4.36,5.39,5.34,4.95,6.55,4.82,6.17,4.95,6.55,1.71,2.0,0.0,15.74,10.48,11.66,7.58,16.84,3.0,0.46,1.35,80.42,9.02,0.0,0.0,33.21,0.0,0.0,3009.55,2007.81,1729.72,259.22,3.76,49.69,18.44,1.55,141.15,48.29,48.17,10.67,0.0,18.44,37.38,5.75,0
retapamulin,Launched,protein synthesis inhibitor,6.16,5.3629999999999995,5.18,-5.0,-5.14,-5.4,6.98,4.32,5.07,4.42,4.86,5.93,6.72,7.55,4.86,5.93,1.48,3.0,1.0,26.04,16.96,21.05,12.26,27.56,5.0,0.25,3.37,197.69,8.46,10.32,8.62,87.25,0.0,27.13,10634.16,8878.28,8128.15,750.36,3.83,13.43,17.23,32.9,17.64,197.62,61.85,13.23,0.0,30.67,68.04,5.395,0
hematoxylin,Preclinical,,6.2,5.568,5.12,-6.0,-6.3100000000000005,-6.8,6.49,3.55,4.6,4.35,4.79,5.71,5.59,5.47,4.79,5.71,0.92,6.0,5.0,15.65,10.4,9.94,6.69,15.52,6.0,0.34,2.36,21.5,42.29,51.62,0.0,12.25,0.0,0.0,3398.65,2558.98,2324.7,233.82,1.32,0.0,20.93,18.87,70.57,26.22,0.0,0.0,0.0,20.93,110.38,5.25,0
GW-438014A,Preclinical,neuropeptide receptor antagonist,6.79,6.199,6.51,-6.6,-6.85,-7.4,5.79,4.43,4.91,5.75,5.01,6.1,6.2,5.88,5.01,6.1,1.58,2.0,1.0,17.77,12.81,14.78,9.52,19.32,4.0,0.44,1.91,32.46,0.0,15.68,0.0,122.55,0.0,13.7,5648.49,3339.17,3224.54,114.63,4.8,41.95,0.0,18.87,251.29,20.34,23.86,0.0,24.2,5.26,46.92,5.555,0
neomycin,Launched,bacterial 30S ribosomal subunit inhibitor,5.27,4.453,3.88,-4.8,-4.97,-5.1,5.3,3.61,4.18,4.97,3.47,6.07,6.37,6.29,3.47,6.07,0.22,13.0,7.0,31.04,19.84,13.8,7.04,34.87,19.0,0.4,12.85,8.53,100.07,94.58,155.14,0.0,0.0,0.0,12698.99,9177.08,8090.35,1086.78,-13.2,0.0,57.81,0.0,0.0,0.0,66.0,197.38,0.0,57.81,362.83,4.7700000000000005,0
NS-8593,Preclinical,calcium-activated potassium channel modulator,6.66,6.125,5.73,-6.1,-6.409999999999999,-7.2,5.23,4.02,4.81,5.19,4.95,6.11,6.75,5.51,4.95,6.11,1.57,0.0,0.0,13.36,9.9,11.24,7.45,13.65,3.0,0.38,2.2,25.59,13.4,8.62,15.68,73.53,0.14,0.0,2490.33,1894.81,1636.61,258.33,3.57,18.01,0.0,18.87,145.43,1.9,16.79,16.79,24.2,0.0,41.96,5.53,0
leucovorin,Launched,folate receptor ligand,5.73,5.390000000000001,5.55,-5.6,-5.74,-6.0,5.49,3.14,5.6,5.12,4.25,6.04,5.68,5.82,4.25,6.04,0.79,4.0,5.0,24.83,16.19,12.71,6.1,28.57,14.0,0.09,3.28,84.12,39.39,38.68,0.0,0.0,0.0,41.11,17004.87,15890.55,15541.69,348.86,-4.48,36.48,36.88,21.87,70.57,2.76,204.68,54.03,53.66,52.22,221.21,5.145,0
felbinac-ethyl,Launched,cyclooxygenase inhibitor,7.23,6.619,7.23,-5.4,-5.459999999999999,-5.5,3.89,4.07,3.64,4.2,4.99,5.72,6.03,6.06,4.99,5.72,1.8,1.0,0.0,12.79,8.79,11.09,7.31,14.41,2.0,0.13,1.21,21.33,0.0,0.0,0.0,110.29,0.0,13.57,3515.18,3277.15,3093.48,183.47,3.46,7.75,20.93,18.87,165.16,33.33,34.86,0.0,6.37,28.67,26.3,5.355,0
ertapenem,Launched,bacterial cell wall synthesis inhibitor,6.07,5.233,3.6,-5.2,-5.44,-5.7,5.12,3.64,5.42,5.76,3.99,6.1,6.45,6.76,3.99,6.1,1.2,4.0,3.0,24.02,15.6,14.33,8.01,26.07,10.0,0.5,2.46,80.16,8.62,36.22,0.0,43.26,0.0,27.13,7427.97,4341.2,3917.26,415.59,-1.73,34.58,18.44,4.31,70.57,101.63,180.82,26.83,20.77,31.89,161.93,5.045,0
tartaric-acid,Launched,antioxidant,4.8,3.86,4.8,-4.8,-4.879999999999999,-5.0,3.1,3.67,5.83,4.25,5.33,4.84,5.08,5.5,5.33,4.84,0.64,2.0,2.0,8.31,4.46,2.31,1.0,10.0,6.0,0.63,0.95,0.0,9.81,20.65,0.0,0.0,0.0,0.0,597.91,410.91,293.84,116.99,-4.79,2.93,0.0,0.0,0.0,0.0,133.09,0.0,0.0,2.93,120.72,5.085,0
nilvadipine,Launched,calcium channel blocker,7.78,6.385,7.2,-5.0,-5.15,-5.4,4.47,4.57,4.49,5.12,4.71,6.55,5.25,6.34,4.71,6.55,1.51,5.0,1.0,21.01,13.2,13.31,7.11,24.27,9.0,0.48,2.0,82.62,20.3,0.0,0.0,24.51,17.74,27.13,5041.93,3206.18,2797.59,408.07,2.97,32.28,90.47,35.38,76.94,102.73,69.72,70.61,9.13,15.49,135.81,5.63,0
nitecapone,Phase 2,catechol O methyltransferase inhibitor,6.64,6.151,6.43,-5.3,-5.52,-5.7,3.61,3.55,5.06,5.65,4.66,5.2,5.58,6.01,4.66,5.2,1.23,3.0,1.0,14.74,8.73,8.16,4.94,17.05,7.0,0.25,1.4,37.85,0.0,10.32,0.0,0.0,0.0,61.06,3117.42,2512.03,2380.04,131.93,2.01,18.46,50.94,3.19,35.29,74.65,97.49,50.94,2.76,29.02,123.25,4.93,0
